--------- beginning of system
01-19 02:22:05.356  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5961
01-19 02:22:05.359  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_02 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:22:10.547  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5967
01-19 02:22:10.550  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_00 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:22:15.741  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5973
01-19 02:22:15.745  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_01 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:22:20.936  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5979
01-19 02:22:20.939  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_06 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:22:26.135  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5986
01-19 02:22:26.138  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_07 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:22:30.316  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5992
01-19 02:22:30.320  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_08 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:22:35.521  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5998
01-19 02:22:35.526  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_03 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:22:40.715  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6004
01-19 02:22:40.718  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_09 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:22:45.918  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6010
01-19 02:22:45.921  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_04 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:22:51.115  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6016
01-19 02:22:51.118  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_05 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:22:55.316  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6023
01-19 02:22:55.320  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_02 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:23:00.514  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6029
